sub_59E830,0x59e830,0x19e830,0x1e
sub_59E850,0x59e850,0x19e850,0x45
sub_59E8C0,0x59e8c0,0x19e8c0,0x4a
sub_59E910,0x59e910,0x19e910,0x16
sub_59E930,0x59e930,0x19e930,0x2a
Sprite::sub_59E960,0x59e960,0x19e960,0x37
Sprite::sub_59E9C0,0x59e9c0,0x19e9c0,0x3e
Sprite::SetRemap,0x59ea00,0x19ea00,0x84
Sprite::sub_59EAA0,0x59eaa0,0x19eaa0,0x3d
Sprite::sub_59EAE0,0x59eae0,0x19eae0,0x28
Sprite::sub_59EB30,0x59eb30,0x19eb30,0x310
Sprite::ShowHorn_59EE40,0x59ee40,0x19ee40,0x1a3
Sprite::sub_59EFF0,0x59eff0,0x19eff0,0x941
nullsub_317,0x59f940,0x19f940,0x1
Sprite::sub_59F950,0x59f950,0x19f950,0x3d
Sprite::sub_59F990,0x59f990,0x19f990,0xaf
Sprite::sub_59FA40,0x59fa40,0x19fa40,0x59
Sprite::sub_59FAD0,0x59fad0,0x19fad0,0x39
sub_59FB10,0x59fb10,0x19fb10,0x640
Sprite::sub_5A0150,0x5a0150,0x1a0150,0x1c4
Sprite::CollisionCheck_5A0320,0x5a0320,0x1a0320,0x57
sub_5A0380,0x5a0380,0x1a0380,0x5e3
sub_5A0970,0x5a0970,0x1a0970,0xb8
sub_5A0A70,0x5a0a70,0x1a0a70,0x257
sub_5A0EF0,0x5a0ef0,0x1a0ef0,0xb9
Sprite::sub_5A1030,0x5a1030,0x1a1030,0x25a
Sprite::sub_5A1490,0x5a1490,0x1a1490,0x3a5
Sprite::sub_5A19C0,0x5a19c0,0x1a19c0,0x40
Sprite::sub_5A1A60,0x5a1a60,0x1a1a60,0x88
Sprite::sub_5A1B30,0x5a1b30,0x1a1b30,0x32
Sprite::sub_5A1BD0,0x5a1bd0,0x1a1bd0,0x61
Sprite::sub_5A1CA0,0x5a1ca0,0x1a1ca0,0xec
sub_5A1EB0,0x5a1eb0,0x1a1eb0,0x1d1
sub_5A21F0,0x5a21f0,0x1a21f0,0x38
sub_5A22B0,0x5a22b0,0x1a22b0,0xee
sub_5A2440,0x5a2440,0x1a2440,0x45
Sprite::sub_5A2500,0x5a2500,0x1a2500,0x151
sub_5A26E0,0x5a26e0,0x1a26e0,0x30
Sprite::sub_5A2710,0x5a2710,0x1a2710,0x2b3
Sprite::sub_5A29D0,0x5a29d0,0x1a29d0,0x25
Sprite::FreeSound_5A2A00,0x5a2a00,0x1a2a00,0x2a
Sprite::sub_5A2A30,0x5a2a30,0x1a2a30,0x15d
Sprite::sub_5A2CF0,0x5a2cf0,0x1a2cf0,0x7a
Sprite::PoolDeallocate,0x5a3030,0x1a3030,0x17
Sprite::sub_5A3100,0x5a3100,0x1a3100,0x9d
Sprite::dtor_5A3540,0x5a3540,0x1a3540,0x5
sub_5A3550,0x5a3550,0x1a3550,0x80a
sub_5A4D90,0x5a4d90,0x1a4d90,0x8
DrawCollisionBox_5A4DA0,0x5a4da0,0x1a4da0,0x8ea
sub_5A5690,0x5a5690,0x1a5690,0xc0
Sprite_4C::PoolAllocate,0x5a57a0,0x1a57a0,0x9
Sprite_4C::ctor_5A57B0,0x5a57b0,0x1a57b0,0x25
sub_5A57E0,0x5a57e0,0x1a57e0,0x60
Sprite_4C::dtor_5A5840,0x5a5840,0x1a5840,0x13
Sprite_8::sub_5A5860,0x5a5860,0x1a5860,0x7
Sprite_8::sub_5A5870,0x5a5870,0x1a5870,0x2b
Sprite_8::ctor_5A58A0,0x5a58a0,0x1a58a0,0x1f7
sub_5A5AA0,0x5a5aa0,0x1a5aa0,0xaf
Sprite_8::dtor_5A5B50,0x5a5b50,0x1a5b50,0x8d
Sprite_4C_Pool::dtor_5A5BE0,0x5a5be0,0x1a5be0,0x1c
Sprite_Pool::dtor_5A5C00,0x5a5c00,0x1a5c00,0x1c
Sprite_18_Pool::dtor_5A5C20,0x5a5c20,0x1a5c20,0x1c
Sprite_18::dtor_5A5C40,0x5a5c40,0x1a5c40,0x1
Sprite_18::ctor_5A5C50,0x5a5c50,0x1a5c50,0x9
nullsub_318,0x5a5c90,0x1a5c90,0x1
nullsub_319,0x5a5cd0,0x1a5cd0,0x1
sub_5A5E30,0x5a5e30,0x1a5e30,0x1e
Sprite::ctor_5A5E50,0x5a5e50,0x1a5e50,0x55
nullsub_320,0x5a67e0,0x1a67e0,0x1
nullsub_321,0x5a6830,0x1a6830,0x1
sub_5A6910,0x5a6910,0x1a6910,0xc9
sub_5A69E0,0x5a69e0,0x1a69e0,0x37
sub_5A6A20,0x5a6a20,0x1a6a20,0x2a
sub_5A6A50,0x5a6a50,0x1a6a50,0x38
sub_5A6A90,0x5a6a90,0x1a6a90,0x38
sub_5A6AD0,0x5a6ad0,0x1a6ad0,0x3a
sub_5A6B10,0x5a6b10,0x1a6b10,0x45
sub_5A6B60,0x5a6b60,0x1a6b60,0x4f
sub_5A6BB0,0x5a6bb0,0x1a6bb0,0x17
sub_5A6BD0,0x5a6bd0,0x1a6bd0,0x17
sub_5A6BF0,0x5a6bf0,0x1a6bf0,0x20
sub_5A6C10,0x5a6c10,0x1a6c10,0x2a
sub_5A6C40,0x5a6c40,0x1a6c40,0x54
Sprite_18::sub_5A6CA0,0x5a6ca0,0x1a6ca0,0x22
Object_3C::sub_5A6CD0,0x5a6cd0,0x1a6cd0,0x27
sub_5A6D00,0x5a6d00,0x1a6d00,0x36
sub_5A6D40,0x5a6d40,0x1a6d40,0x32
sub_5A6D80,0x5a6d80,0x1a6d80,0x1f
sub_5A6DA0,0x5a6da0,0x1a6da0,0x20
sub_5A6DC0,0x5a6dc0,0x1a6dc0,0x48
Object_3C::sub_5A6E10,0x5a6e10,0x1a6e10,0x2d
Object_3C::sub_5A6E40,0x5a6e40,0x1a6e40,0x59
sub_5A6EA0,0x5a6ea0,0x1a6ea0,0xc5
Object_3C::PoolUpdate_5A6F70,0x5a6f70,0x1a6f70,0x91
Object_3C::sub_5A7010,0x5a7010,0x1a7010,0x4d
sub_5A7080,0x5a7080,0x1a7080,0x85
sub_5A7110,0x5a7110,0x1a7110,0x81
sub_5A71A0,0x5a71a0,0x1a71a0,0x47
sub_5A71F0,0x5a71f0,0x1a71f0,0x47
Object_3C::sub_5A7240,0x5a7240,0x1a7240,0x68
Object_3C::sub_5A72B0,0x5a72b0,0x1a72b0,0x57
Object_3C::sub_5A7310,0x5a7310,0x1a7310,0x21
nullsub_322,0x5a9880,0x1a9880,0x1
nullsub_323,0x5a98c0,0x1a98c0,0x1
nullsub_324,0x5aa280,0x1aa280,0x1
nullsub_325,0x5aa2d0,0x1aa2d0,0x1
gtx_0x106C::get_car_info_5AA3B0,0x5aa3b0,0x1aa3b0,0x12
gtx_0x106C::get_car_remap_5AA3D0,0x5aa3d0,0x1aa3d0,0x1b
gtx_0x106C::sub_5AA3F0,0x5aa3f0,0x1aa3f0,0x49
gtx_0x106C::get_sprite_index_5AA440,0x5aa440,0x1aa440,0x12
gtx_0x106C::convert_sprite_pal_5AA460,0x5aa460,0x1aa460,0x73
gtx_0x106C::sub_5AA4F0,0x5aa4f0,0x1aa4f0,0x54
gtx_0x106C::sub_5AA560,0x5aa560,0x1aa560,0x66
gtx_0x106C::convert_pal_type_5AA5F0,0x5aa5f0,0x1aa5f0,0x8f
gtx_0x106C::GetPalData_5AA6A0,0x5aa6a0,0x1aa6a0,0x1f
gtx_0x106C::get_phys_pal_5AA6F0,0x5aa6f0,0x1aa6f0,0x13
gtx_0x106C::sub_5AA710,0x5aa710,0x1aa710,0x44
gtx_0x106C::sub_5AA760,0x5aa760,0x1aa760,0x50
gtx_0x106C::space_width_5AA7B0,0x5aa7b0,0x1aa7b0,0x46
gtx_0x106C::sub_5AA800,0x5aa800,0x1aa800,0x46
gtx_0x106C::sub_5AA850,0x5aa850,0x1aa850,0x1f
gtx_0x106C::sub_5AA870,0x5aa870,0x1aa870,0x13
gtx_0x106C::sub_5AA890,0x5aa890,0x1aa890,0x26
gtx_0x106C::sub_5AA8C0,0x5aa8c0,0x1aa8c0,0x4
gtx_0x106C::get_physical_palettes_len_5AA900,0x5aa900,0x1aa900,0x5
gtx_0x106C::get_map_object_info_5AA910,0x5aa910,0x1aa910,0x1d
gtx_0x106C::sub_5AA930,0x5aa930,0x1aa930,0x18
gtx_0x106C::create_tile_num_array_5AA950,0x5aa950,0x1aa950,0x45
gtx_0x106C::sub_5AA9A0,0x5aa9a0,0x1aa9a0,0x184
gtx_0x106C::sub_5AAB30,0x5aab30,0x1aab30,0xbc
gtx_0x106C::sub_5AABF0,0x5aabf0,0x1aabf0,0x4e
gtx_0x106C::SetSpriteIndexDataPtrs_5AAC40,0x5aac40,0x1aac40,0x28
gtx_0x106C::sub_5AAC70,0x5aac70,0x1aac70,0xda
gtx_0x106C::load_car_info_5AAD50,0x5aad50,0x1aad50,0x2b
gtx_0x106C::load_delta_index_5AAD80,0x5aad80,0x1aad80,0x45
gtx_0x106C::load_delta_store_5AADD0,0x5aadd0,0x1aadd0,0x1f
gtx_0x106C::load_tiles_5AADF0,0x5aadf0,0x1aadf0,0x2a
gtx_0x106C::skip_ovly_5AAE20,0x5aae20,0x1aae20,0xd
gtx_0x106C::skip_psxt_5AAE30,0x5aae30,0x1aae30,0xd
gtx_0x106C::load_sprite_graphics_5AAE40,0x5aae40,0x1aae40,0x23
gtx_0x106C::load_physical_palettes_5AAE70,0x5aae70,0x1aae70,0x2e
gtx_0x106C::load_palette_index_5AAEA0,0x5aaea0,0x1aaea0,0x60
gtx_0x106C::load_map_object_info_5AAF00,0x5aaf00,0x1aaf00,0x75
gtx_0x106C::load_sprite_index_5AAF80,0x5aaf80,0x1aaf80,0x5a
gtx_0x106C::sub_5AAFE0,0x5aafe0,0x1aafe0,0x108
gtx_0x106C::load_font_base_5AB0F0,0x5ab0f0,0x1ab0f0,0xa2
gtx_0x106C::ConvertToVirtualOffsets_5AB1A0,0x5ab1a0,0x1ab1a0,0x1e
gtx_0x106C::ConvertToVirtualOffsets_5AB1C0,0x5ab1c0,0x1ab1c0,0x47
gtx_0x106C::load_sprite_base_5AB210,0x5ab210,0x1ab210,0xa1
gtx_0x106C::load_palete_base_5AB2C0,0x5ab2c0,0x1ab2c0,0xb5
gtx_0x106C::sub_5AB380,0x5ab380,0x1ab380,0x35
gtx_0x106C::load_car_recycling_info_5AB3C0,0x5ab3c0,0x1ab3c0,0x28
gtx_0x106C::read_spec_5AB3F0,0x5ab3f0,0x1ab3f0,0x5c
gtx_0x106C::load_spec_5AB450,0x5ab450,0x1ab450,0x54
gtx_0x106C::LoadChunk_5AB4B0,0x5ab4b0,0x1ab4b0,0x262
gtx_0x106C::sub_5AB720,0x5ab720,0x1ab720,0x2d
gtx_0x106C::LoadSty_5AB750,0x5ab750,0x1ab750,0xc8
gtx_0x106C::ctor_5AB820,0x5ab820,0x1ab820,0x77
gtx_0x106C::dtor_5AB8A0,0x5ab8a0,0x1ab8a0,0x156
sub_5ABA00,0x5aba00,0x1aba00,0x3c
sub_5ABA40,0x5aba40,0x1aba40,0x5c
sprite_index::sub_5ABAA0,0x5abaa0,0x1abaa0,0x3f
sub_5ABAE0,0x5abae0,0x1abae0,0x1e
sprite_index::sub_5ABB00,0x5abb00,0x1abb00,0x43
Taxi_4::ctor_5AE060,0x5ae060,0x1ae060,0x6b
Taxi_4::dtor_5AE0D0,0x5ae0d0,0x1ae0d0,0x23
nullsub_326,0x5b0670,0x1b0670,0x1
nullsub_327,0x5b06b0,0x1b06b0,0x1
nullsub_328,0x5b1040,0x1b1040,0x1
nullsub_329,0x5b1090,0x1b1090,0x1
sub_5B1170,0x5b1170,0x1b1170,0x14a0
nullsub_330,0x5b2610,0x1b2610,0x1
nullsub_331,0x5b2620,0x1b2620,0x1
nullsub_332,0x5b2630,0x1b2630,0x1
DoTest_5B2640,0x5b2640,0x1b2640,0xe9
sub_5B2750,0x5b2750,0x1b2750,0x3
nullsub_333,0x5b2760,0x1b2760,0x1
nullsub_334,0x5b4cb0,0x1b4cb0,0x1
nullsub_335,0x5b4cf0,0x1b4cf0,0x1
nullsub_336,0x5b56b0,0x1b56b0,0x1
nullsub_337,0x5b5700,0x1b5700,0x1
text_0x14::sub_5B58D0,0x5b58d0,0x1b58d0,0x3f
text_0x14::sub_5B5910,0x5b5910,0x1b5910,0x13
text_0x14::sub_5B5930,0x5b5930,0x1b5930,0x2c
text_0x14::TKEY_Load_5B5960,0x5b5960,0x1b5960,0x4c
text_0x14::TDAT_Offsets2Strings_5B59B0,0x5b59b0,0x1b59b0,0x28
text_0x14::TKeyFind_5B59E0,0x5b59e0,0x1b59e0,0x23
text_0x14::TKeySearch_5B5A10,0x5b5a10,0x1b5a10,0x3e
text_0x14::TKeyFind_5B5A50,0x5b5a50,0x1b5a50,0x2c
text_tdat::TDAT_Load_5B5A80,0x5b5a80,0x1b5a80,0x42
text_0x14::sub_5B5AD0,0x5b5ad0,0x1b5ad0,0x8d
text_0x14::sub_5B5B80,0x5b5b80,0x1b5b80,0x32
text_0x14::sub_5B5BC0,0x5b5bc0,0x1b5bc0,0x150
text_0x14::Wide2PesudoAscii_5B5D10,0x5b5d10,0x1b5d10,0x41
text_0x14::Ascii2Wide_5B5DF0,0x5b5df0,0x1b5df0,0x2e
text_0x14::load_chunk_5B5E20,0x5b5e20,0x1b5e20,0x62
text_0x14::Load_5B5E90,0x5b5e90,0x1b5e90,0xfa
text_0x14::Find_5B5F90,0x5b5f90,0x1b5f90,0xd
text_0x14::sub_5B5FA0,0x5b5fa0,0x1b5fa0,0xd
text_0x14::ctor_5B5FB0,0x5b5fb0,0x1b5fb0,0x98
text_0x14::dtor_5B6050,0x5b6050,0x1b6050,0x69
nullsub_338,0x5b8620,0x1b8620,0x1
nullsub_339,0x5b8660,0x1b8660,0x1
festive_hopper::Alloc_5B8E90,0x5b8e90,0x1b8e90,0x62
festive_hopper::LoadTextures_5B8F00,0x5b8f00,0x1b8f00,0x6d
festive_hopper::sub_5B8F70,0x5b8f70,0x1b8f70,0xd4
festive_hopper::Free_5B9050,0x5b9050,0x1b9050,0x46
festive_hopper::get_texture_5B90A0,0x5b90a0,0x1b90a0,0x26
festive_hopper::sub_5B90D0,0x5b90d0,0x1b90d0,0x1d
sharp_pare_0x15D8::LoadPals_5B90F0,0x5b90f0,0x1b90f0,0x45
sharp_pare_0x15D8::FreePals_5B9140,0x5b9140,0x1b9140,0x33
sharp_pare_0x15D8::LoadTextures2_5B9180,0x5b9180,0x1b9180,0x99
sharp_pare_0x15D8::sub_5B9220,0x5b9220,0x1b9220,0xba
sharp_pare_0x15D8::ReadTextures_5B92E0,0x5b92e0,0x1b92e0,0x67
sharp_pare_0x15D8::sub_5B9350,0x5b9350,0x1b9350,0x196
sharp_pare_0x15D8::sub_5B94F0,0x5b94f0,0x1b94f0,0xc4
sharp_pare_0x15D8::GetTexture2_5B95D0,0x5b95d0,0x1b95d0,0x13
sharp_pare_0x15D8::sub_5B95F0,0x5b95f0,0x1b95f0,0x6a
sharp_pare_0x15D8::sub_5B9660,0x5b9660,0x1b9660,0x49
sharp_pare_0x15D8::sub_5B96B0,0x5b96b0,0x1b96b0,0x5a
sharp_pare_0x15D8::sub_5B9710,0x5b9710,0x1b9710,0x7a
sharp_pare_0x15D8::ctor_5B9790,0x5b9790,0x1b9790,0x16b
sharp_pare_0x15D8::dtor_5B9900,0x5b9900,0x1b9900,0x14a
nullsub_340,0x5bbf90,0x1bbf90,0x1
nullsub_341,0x5bbfd0,0x1bbfd0,0x1
TileAnim_18::PoolAllocate,0x5bc130,0x1bc130,0x15
TileAnim_18::sub_5BC150,0x5bc150,0x1bc150,0x3a
TileAnim_18::sub_5BC190,0x5bc190,0x1bc190,0x32
TileAnim_18::sub_5BC1D0,0x5bc1d0,0x1bc1d0,0x14
TileAnim_18::PoolUpdate,0x5bc1f0,0x1bc1f0,0x66
TileAnim_2::sub_5BC260,0x5bc260,0x1bc260,0x5b
TileAnim_2::sub_5BC2C0,0x5bc2c0,0x1bc2c0,0x34
TileAnim_2::Empty_5BC300,0x5bc300,0x1bc300,0x1
TileAnim_2::UpdateTileAnimations_5BC310,0x5bc310,0x1bc310,0x8d
TileAnim_2::ctor_5BC3A0,0x5bc3a0,0x1bc3a0,0xc7
TileAnim_2::dtor_5BC470,0x5bc470,0x1bc470,0x27
TileAnimPool::dtor_5BC4A0,0x5bc4a0,0x1bc4a0,0x20
nullsub_342,0x5bea00,0x1bea00,0x1
nullsub_343,0x5bea40,0x1bea40,0x1
TileAnim_18::ctor_5BEBA0,0x5beba0,0x1beba0,0x2a
TileAnim_18::dtor_5BEBD0,0x5bebd0,0x1bebd0,0x9
distracted_einstein_0xC::sub_5BEBF0,0x5bebf0,0x1bebf0,0x18
distracted_einstein_0xC::sub_5BEC10,0x5bec10,0x1bec10,0xd
distracted_einstein_0xC::Empty_5BEC20,0x5bec20,0x1bec20,0x1
sharp_bose_0x54::ShowFps_5BEC30,0x5bec30,0x1bec30,0x3e
sharp_bose_0x54::ctor_5BEC70,0x5bec70,0x1bec70,0x4e
sharp_bose_0x54::sub_5BECC0,0x5becc0,0x1becc0,0x2d
sharp_bose_0x54::sub_5BECF0,0x5becf0,0x1becf0,0xea
get_rdtsc_5BEE90,0x5bee90,0x1bee90,0x1f
sub_5BEED0,0x5beed0,0x1beed0,0xf
nullsub_344,0x5c1420,0x1c1420,0x1
nullsub_345,0x5c1460,0x1c1460,0x1
TrafficLight_20::sub_5C1D00,0x5c1d00,0x1c1d00,0xa92
TrafficLight_20::UpdateLightsFromPhase_5C27A0,0x5c27a0,0x1c27a0,0x153
TrafficLights_194::sub_5C2910,0x5c2910,0x1c2910,0x3f
TrafficLights_194::TrafficLightsService_5C2950,0x5c2950,0x1c2950,0xb5
TrafficLights_194::ShowTrafficLightsInfo_5C2A10,0x5c2a10,0x1c2a10,0xb0
TrafficLights_194::sub_5C2AC0,0x5c2ac0,0x1c2ac0,0x3c
TrafficLights_194::ctor_5C2B00,0x5c2b00,0x1c2b00,0x2d
TrafficLights_194::dtor_5C2B30,0x5c2b30,0x1c2b30,0x3c
Light_1D4CC::sub_5C2B70,0x5c2b70,0x1c2b70,0x12
nullsub_346,0x5c50d0,0x1c50d0,0x1
nullsub_347,0x5c5110,0x1c5110,0x1
nullsub_348,0x5c5ad0,0x1c5ad0,0x1
nullsub_349,0x5c5b20,0x1c5b20,0x1
sub_5C5CD0,0x5c5cd0,0x1c5cd0,0x1a
Montana_4::AddSprite_5C5CF0,0x5c5cf0,0x1c5cf0,0xf7
Montana_4::Draw_5C5DF0,0x5c5df0,0x1c5df0,0x53
Montana_4::Reset_5C5E50,0x5c5e50,0x1c5e50,0x16
Montana_4::ctor_5C5E70,0x5c5e70,0x1c5e70,0x99
Montana_4::dtor_5C5F10,0x5c5f10,0x1c5f10,0x43
Montana_2EE4::ctor_5C5F60,0x5c5f60,0x1c5f60,0x22
Montana_2EE4::dtor_5C5F90,0x5c5f90,0x1c5f90,0x1
nullsub_350,0x5c84e0,0x1c84e0,0x1
nullsub_351,0x5c8520,0x1c8520,0x1
Car_214::sub_5C8680,0x5c8680,0x1c8680,0x3e
Car_214::sub_5C86C0,0x5c86c0,0x1c86c0,0x8e
Car_214::sub_5C8750,0x5c8750,0x1c8750,0x2e
Car_214::sub_5C8780,0x5c8780,0x1c8780,0x351
nullsub_352,0x5cb040,0x1cb040,0x1
nullsub_353,0x5cb080,0x1cb080,0x1
nullsub_354,0x5cba40,0x1cba40,0x1
nullsub_355,0x5cba90,0x1cba90,0x1
Kfc_1E0::ctor_5CBB70,0x5cbb70,0x1cbb70,0x1
Kfc_1E0::New_5CBB80,0x5cbb80,0x1cbb80,0x41
Kfc_1E0::sub_5CBBD0,0x5cbbd0,0x1cbbd0,0x27
Kfc_30::sub_5CBC00,0x5cbc00,0x1cbc00,0x24
Kfc_30::sub_5CBC30,0x5cbc30,0x1cbc30,0x5
Kfc_30::sub_5CBC40,0x5cbc40,0x1cbc40,0x1d
Kfc_30::sub_5CBC60,0x5cbc60,0x1cbc60,0x19
Kfc_30::sub_5CBC90,0x5cbc90,0x1cbc90,0xb6
Kfc_30::sub_5CBD50,0x5cbd50,0x1cbd50,0x46a
Kfc_30::sub_5CC1C0,0x5cc1c0,0x1cc1c0,0x2b8
Kfc_30::Service_5CC480,0x5cc480,0x1cc480,0x128
nullsub_356,0x5ceaf0,0x1ceaf0,0x1
nullsub_357,0x5ceb30,0x1ceb30,0x1
nullsub_358,0x5cf4f0,0x1cf4f0,0x1
nullsub_359,0x5cf540,0x1cf540,0x1
sub_5CF620,0x5cf620,0x1cf620,0x86
sub_5CF6B0,0x5cf6b0,0x1cf6b0,0x7f
sub_5CF730,0x5cf730,0x1cf730,0x1e0
sub_5CF910,0x5cf910,0x1cf910,0x5c
sub_5CF970,0x5cf970,0x1cf970,0xff
Garox_107C_sub::DrawGangRespectBars_5CFA70,0x5cfa70,0x1cfa70,0x3b0
nullsub_40,0x5cfe20,0x1cfe20,0x1
nullsub_41,0x5cfe30,0x1cfe30,0x1
Garox_13C0_sub::DrawPlayerNames_5CFE40,0x5cfe40,0x1cfe40,0x20d
Hud_CopHead_C::UpdateHead_5D0050,0x5d0050,0x1d0050,0x57
Hud_CopHead_C_Array::UpdateWantedLevel_5D00B0,0x5d00b0,0x1d00b0,0x5c
Hud_CopHead_C_Array::DrawWantedLevel_5D0110,0x5d0110,0x1d0110,0xf9
sub_5D0210,0x5d0210,0x1d0210,0x4b
Garox_1108_sub::DrawHealth_5D0260,0x5d0260,0x1d0260,0x13f
ArrowTrace_24::PointToInfoPhone_5D03C0,0x5d03c0,0x1d03c0,0x2b
sub_5D03F0,0x5d03f0,0x1d03f0,0x100
Hud_Arrow_7C::SetArrowColour_5D0510,0x5d0510,0x1d0510,0xa
sub_5D0530,0x5d0530,0x1d0530,0xee
sub_5D0620,0x5d0620,0x1d0620,0x22f
sub_5D0850,0x5d0850,0x1d0850,0x405
Hud_Arrow_7C::Service_5D0C60,0x5d0c60,0x1d0c60,0x23
sub_5D0C90,0x5d0c90,0x1d0c90,0x11c
Hud_Arrow_7C::sub_5D0DC0,0x5d0dc0,0x1d0dc0,0x59
sub_5D0E40,0x5d0e40,0x1d0e40,0x44
sub_5D0E90,0x5d0e90,0x1d0e90,0x57
sub_5D0EF0,0x5d0ef0,0x1d0ef0,0x44
sub_5D0F40,0x5d0f40,0x1d0f40,0x39
sub_5D0F80,0x5d0f80,0x1d0f80,0x46
Hud_Arrow_7C_Array::UpdateArrows_5D0FD0,0x5d0fd0,0x1d0fd0,0x48
Hud_Arrow_7C::sub_5D1020,0x5d1020,0x1d1020,0x26
Hud_Arrow_7C::AllocArrow_5D1050,0x5d1050,0x1d1050,0x5b
Hud_Arrow_7C::sub_5D10B0,0x5d10b0,0x1d10b0,0x1d
Hud_Arrow_7C::sub_5D10D0,0x5d10d0,0x1d10d0,0x36
Hud_Arrow_7C::sub_5D1110,0x5d1110,0x1d1110,0x14b
sub_5D1260,0x5d1260,0x1d1260,0x32
sub_5D12B0,0x5d12b0,0x1d12b0,0x2d
sub_5D12E0,0x5d12e0,0x1d12e0,0x21
Hud_Arrow_7C::SetNewGangArrow_5D1310,0x5d1310,0x1d1310,0x35
Hud_Arrow_7C::sub_5D1350,0x5d1350,0x1d1350,0x6f
Garox_12EC_sub::IsOnQuitMessage_5D13C0,0x5d13c0,0x1d13c0,0x67
Garox_12EC_sub::DrawQuitMessage_5D1430,0x5d1430,0x1d1430,0x168
sub_5D15A0,0x5d15a0,0x1d15a0,0x2d
sub_5D15D0,0x5d15d0,0x1d15d0,0xe
Garox_2A25_sub::IsTypingOnChat_5D15E0,0x5d15e0,0x1d15e0,0xcb
sub_5D16B0,0x5d16b0,0x1d16b0,0x115
sub_5D17D0,0x5d17d0,0x1d17d0,0x55
Garox_2A25_sub::StartChatting_5D1830,0x5d1830,0x1d1830,0x1d
sub_5D1850,0x5d1850,0x1d1850,0x4
sub_5D1860,0x5d1860,0x1d1860,0x7a
Garox_1C8::DrawMessage_5D1940,0x5d1940,0x1d1940,0x51
Hud_Message_1C8::ShowMessage_5D1A00,0x5d1a00,0x1d1a00,0x47
sub_5D1AB0,0x5d1ab0,0x1d1ab0,0xb
sub_5D1AE0,0x5d1ae0,0x1d1ae0,0x10
sub_5D1B10,0x5d1b10,0x1d1b10,0xea
sub_5D1D00,0x5d1d00,0x1d1d00,0x50
sub_5D1DB0,0x5d1db0,0x1d1db0,0x1c
sub_5D1E10,0x5d1e10,0x1d1e10,0x5d
sub_5D1EB0,0x5d1eb0,0x1d1eb0,0x3a
sub_5D1F50,0x5d1f50,0x1d1f50,0x57
sub_5D2010,0x5d2010,0x1d2010,0x1e
sub_5D2050,0x5d2050,0x1d2050,0x82
Garox_1700_L::ctor_5D2280,0x5d2280,0x1d2280,0x32
Hud_Pager_C::Service_5D2320,0x5d2320,0x1d2320,0x16
Hud_Pager_C::sub_5D2380,0x5d2380,0x1d2380,0x191
Hud_Pager_C::sub_5D2680,0x5d2680,0x1d2680,0x246
Hud_Pager_C::sub_5D2AB0,0x5d2ab0,0x1d2ab0,0x313
Hud_Pager_C::DrawPagers_5D3040,0x5d3040,0x1d3040,0xeb
Hud_Pager_C_Array::UpdatePagers_5D31B0,0x5d31b0,0x1d31b0,0x19
Hud_Pager_C_Array::CreateTimer_5D31F0,0x5d31f0,0x1d31f0,0x2e
Hud_Pager_C::sub_5D3220,0x5d3220,0x1d3220,0x59
Hud_Pager_C::sub_5D3280,0x5d3280,0x1d3280,0x43
Hud_Pager_C::sub_5D32D0,0x5d32d0,0x1d32d0,0x11
Hud_Pager_C_Array::AddTime_5D32F0,0x5d32f0,0x1d32f0,0x18
Hud_Pager_C::sub_5D3310,0x5d3310,0x1d3310,0x12
Garox_1E34_L::sub_5D3330,0x5d3330,0x1d3330,0x1f
Garox_1E34_L::sub_5D3350,0x5d3350,0x1d3350,0x1f
Garox_1E34_L::sub_5D3370,0x5d3370,0x1d3370,0x26
Garox_1E34_L::sub_5D33A0,0x5d33a0,0x1d33a0,0x46
Garox_1E34_L::sub_5D33F0,0x5d33f0,0x1d33f0,0x74
Garox_1E34_L::sub_5D3470,0x5d3470,0x1d3470,0x20c
sub_5D3680,0x5d3680,0x1d3680,0x4c
Garox_1E34_L::sub_5D39D0,0x5d39d0,0x1d39d0,0x42
Garox_1E34_L::DrawBrief_5D3B80,0x5d3b80,0x1d3b80,0xc6
Garox_1E34_L::sub_5D3F10,0x5d3f10,0x1d3f10,0xcb
Garox_1E34_L::sub_5D4400,0x5d4400,0x1d4400,0x14
Garox_1E34_L::sub_5D44D0,0x5d44d0,0x1d44d0,0xba
Garox_1E34_L::ShowBrief_5D4850,0x5d4850,0x1d4850,0x35
Garox_1E34_L::ClearAllBriefsWithPriority_5D4890,0x5d4890,0x1d4890,0x77
Garox_1E34_L::ctor_5D4930,0x5d4930,0x1d4930,0x56
sub_5D4A10,0x5d4a10,0x1d4a10,0x1b9
Hud_2B00::sub_5D5190,0x5d5190,0x1d5190,0x1d
Hud_2B00::sub_5D5240,0x5d5240,0x1d5240,0x37
Hud_2B00::sub_5D5350,0x5d5350,0x1d5350,0x1a
Garox_4_L::ctor_5D53B0,0x5d53b0,0x1d53b0,0x6
sub_5D53E0,0x5d53e0,0x1d53e0,0x20
sub_5D5420,0x5d5420,0x1d5420,0x55
sub_5D5600,0x5d5600,0x1d5600,0x4a
sub_5D5690,0x5d5690,0x1d5690,0xb
sub_5D56A0,0x5d56a0,0x1d56a0,0x6
sub_5D56B0,0x5d56b0,0x1d56b0,0x20
sub_5D56D0,0x5d56d0,0x1d56d0,0x55
sub_5D5730,0x5d5730,0x1d5730,0x22
